Carex rostratta	N2, N4, N5, chlorophyll, Nitrogen, carbohydrate, naphthenic acids, polycyclic aromatic hydrocarbons, naphthenic acid, Naphthenic acids, NAs, O3, O4, carbon, nitrogen, ammonium nitrogen, nitrate nitrogen, graminoids, carbon dioxide, CO2, methane, CH4, phosphorus, NO- 3-N, NH, 4-N, PEG6000, MDA, AMF, NO3, NH4, Curcusinol, curcusinol, methicillin, vancomycin, arginine, cysteine, methionine, alanine, aspartate, glutamate, curcusionol, Ethanol, streptomycin sulfate, manganese, carboxylate, carboxylates, Phosphorus, NaCl, quinone, fatty acids, C12, 3OH, phosphatidylethanolamine, phosphatidylglycerol, Don, oxygen, Sideroxydans, N, Mg, chloride, NaCl L-1, Cd, Cu, Pb, Zn, dinucleotide, flavonoids, ethyl acetate, 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide, MTT, flavonoid, flavonols, flavanonols, flavan, 4JZX, 5L4N, Al3+, Al, Methane, Methylosinus, fen, Tetracycline, macrolide, fluoroquinolone, phenicol, NO3 --N, N2O, polyacrylonitrile, methylene blue, NH4 HCO3, urea, NH4 NO3, uranium, chloramphenicol, NaOH, silicon, carbons, Polyphenol, Androgen, androgens, androgen, 11-oxygenated androgens, 11-ketotestosterone, 11-ketodihydrotestosterone, testosterone, dihydrotestosterone, C4-2, 5,7-dihydroxy-8-methyl-2-[2-(4-hydroxyphenyl)ethenyl]-4H-1-benzopyran-4-one, Kobochromone A, abiraterone, calcium carbonate, Fe, Iron, nFe2O3, FeCl3, phenolics, phenolic, K-CAREX, benzene, DOM, water, caffeic acid, melatonin, Melatonin, Caffeic acid, malondialdehyde, proline, reactive oxygen species, ROS, estuarine, H2, acetogens, iron, sulfate, acetate, ethanol, sugars, organic acids, phenylpropanoids, polyketides, aminoacyl-tRNA, TCA, starch, sucrose, potassium, magnesium, calcium, QTP, CR, nitrous oxide, lignin, polyethylene terephthalate, ammonium-N, nitrate-N, Carbon, delta13C, 13C, C, P, sulfur, ammonia, 15N, S, forbs, Chloride, sodium chloride, metal, Ultrafine multi-metal, Pb) sulfide, sulfides, ZnPb, authigenic sulfide, metal sulfides, ZnCd sulfide, PbS, Cd-rich sulfide, sulfide, Zn sulfide, sodium, phosphorous, asbestos, silica, Si, Si tussock, 5-methylcytosine, propionate, butyrate, Mio-Pliocene, Macaronesia, criopolitanum, Elemental carbon, EC, aluminium, FIOH, acetic acid, Acetic acid, lipid, lipids, phospholipids, glycolipids, phosphatidic acid, phosphatidylcholine, digalactosyl diacylglycerol, monogalactosyl diacylglycerol, sulfoquinovosyldiacylglycerol, free fatty acids, salt, Carex, Sodium, tritium, HTO, SO42-, SO42, Water, tryptic soy agar, menaquinone, phosphate, cadmium, Nitrous Oxide, lacustrine, Fe(II), Fe2+, Cyperaceae Stilbenoids, stilbenoids, Cyperaceae stilbenoids, stilbenes, Penicillium ferraniaense, alcohol, alpha-Viniferin, alpha-viniferin, broth, hydrogen peroxide, H2O2, superoxide, O2-, glutathione, oil, Cr, ether-PFAS, per- and polyfluorinated substances, PFAS, methanol, Bong, As, Ti, Ga, Zr, REEs, Ba, glycine, Chlorolathonil, 2,4-D, Glyphosate, chlorothalonil, 2,4-dichlorophenoxyacetic acid, glyphosate, ABA, fatty acid, 1,3-butadiene, PEG, RGs, TC, TN, TP, HFA, IPB, NH4 +, STP, lysine, CMS, metals, Phosphorous, polysaccharides, EPS, ferrous iron, hydrogen sulfide, SRB, trehalose, pectin, CnH2n, zO2, reactive phosphorus, copper, carbohydrates, TDFe, DOC, nitrate, organic carbon, Carbon dioxide, GH2-2T, ubiquinone, Q-10, GH2, GH2-6T, aminolipid, glycolipid, CrCOMT, 4-nonylphenol, NP, 4-t-octylphenol, bisphenol A, BPA, nonylphenol-di-ethoxylate, NP2EO, ozone, Ozone, photosynthate, methyl-ethyl-ketone, xylene, carbon monoxide, 2-butoxyethanol, n-butyl alcohol, heavy metal, INAIL, sUVR, kaolinite, zinc oxide, phyllosilicate, ZnO NP, dm3, ZnO, sulphur, 3-(4,5-Dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide, DEAE, Congo-red, Rha, GluA, GalA, Glu, Gal, Xyl, Ara, Fuc, Nitrate, Nitrous oxide, Arthrinium, caricicola, sugar, N0, Mercury, Dithiolate, Tetrathiolate, mercury, thiolate, HgCl2, dithiolate, tetrathiolate, dithiolate Hg(SR), Cadmium, nitrite, phosphate-P, SSR, PFG, PFGs, P), Foliar N, root N, GM, HWEP, MAEP, Fru, UAEP, pyranose, DPPH radicals, hydroxyl radical, ABTS+ radical, Polysaccharides, PAHs, Mg2+, aluminum, Mn2+, Ca2+, ether, Asbestos, Salt, Malondialdehyde, phenylpropanoid, alteramide A, lacunalides, lacunalide A, ergoynes, diyne-thiourea, Metal, chromium, delta15N, Lignin, Captafol, Paraquat, Radon, essential oils, Sumatroscirpeae, phospholipid fatty acids, PLFA, MB, polyethylene glycol, inorganic salt, resveratrol, scirpusin B, epsilon-viniferin, cyperusphenol B, carexinol A, virgatanol, streptomycin, ethambutol, pCO2, Aamb, citrate, oxalate, fens, carexanes, Carexanes, stilbene, prenylstilbenoid, CxI, CDS, NH4+, agar, nitrate mineral salts, Coppermine, 32P, H3PO4, Pro, Na2EDTA, CH3COONH4, radionuclides, isocyanate, Isocyanates, toluene 2, 4-diisocyanate, TDI, methylene bisphenyl isocyanate, hexamethylene diisocyanate, HDI, phytoptine, O2, Oxygen, ester, omega-hydroxy fatty acids, ,omega-dicarboxylic acids, suberin, alpha,omega-dicarboxylic acids, ammonium, NH4-N, Cys-Cys, glucose, Formate, formate, n-alkanes, n-alkane, hemicellulose, cellulose, graminoid, N-rich amino acids, ovate, C-acetate, CO2-H2, ramet, hydrogen, n-fatty acids, n-FAs, saline, Resveratrol, Phytostilbenes, phytostilbenes, praziquantel, Nomega-nitro-L-arginine, pyridostigmine, nitric oxide, Teflon nylon, stilbenoid, vulpinoideol A, chalcone, vulpinoideol B, 1D, ribulose bisphosphate, Phosphatidylethanolamine, diphosphatidylglycerol, qMB, qCO2, buffered saline, Ta, metalloid, hydrocarbons, chlorinated aliphatic hydrocarbons, Chlorinated aliphatic hydrocarbons, CAHs, CAH, cis-1,2-dichloroethene, cisDCE, trichloroethene, TCE, 1,1,1-trichloroethane, 1,1,1TCA, tricholoroethene, carbamazepine, alkylbenzene sulfonates, LAS, ascorbate, chlorophyll a, PM, 15NO3, Co, deltamethrin, pyrethrins, Abamectin, bifenazate, amino-N, SO4-S, carbendazim, Silicon, trans-resveratrol, Trans-resveratrol, arsenic, SO4, Carbon (C), Fatty acid, Ohmine, H2S, inorganic phosphate, mineral oils, 2,3,7,8-tetrachlorodibenzo-p-dioxin, AL, CAR-EX, estradiol, Oligocene, Zoige, biotin, Arsenic, Na2HAsO4, hydroperiods, N+P, N + P, pallidol, trans-miyabenol C, kobophenols A, and B, CO(2), rhizome carbohydrate, phyllosphere, D- and l-2,4-diaminobutyric acids, d-alanine, threo-3-hydroxyglutamic acid, glutamic acid, menaquinones, MK-10, MK-11, phenolic acids, p-coumaric acid, sinapic acid, icariin, clerodane diterpenes, 2D, Glucose, glycerol, Diphenylene iodonium, DPI, cyclopentenone, isoquinolinone, CH(4), beta-carboline alkaloids, brevicolline, brevicarine, alkaloids, Brevicarine, petroleum hydrocarbon, TPH, Fe3+, Fe2, TFe, phosphate lipid fatty acids, formaldehyde, Formaldehyde, MIATline, indole acetic acid, IAA, 1-aminocyclopropane-1-carboxylic acid, PGPP, LL-diaminopimelic acid, MK-8, iso-C, mesophyll, Cs, Rb, (137)Cs, polyphenols, kobophenol, 2,3,4,5-tetraaryltetrahydrofuran, isoorientin, luteolin, quercetin, 3-O-methylquercetin, rutin, diphenylpicrylhydrazyl, DPPH, ascorbic acid, butylated hydroxytoluene, BHT, phloroglucinol, phenazine, pyrrolnitrin, ethylene oxide, nickel, beryllium, tri, and tetranucleotide, ergosterol, KCTC, O(3), gibberellin, TMC, MMC, Furofuranic glycosylated lignans, furofuran lignans, -glucopyranoside, deuterium, furofuran glycosides, lignan glycosides, aglycones, furofuran, bismuth, Bismuth, Bi, alpha-tocopherol, lignans, phenylethanoids, monolignol, glucoside, polychlorinated biphenyls, PCBs, polyaromatic hydrocarbons, acenaphthene, anthracene, benzo[a]pyrene, indo[1,2,3-cd]pyrene, PAH, Cr(VI), Isoprene, hydrocarbon, isoprene, 15N-NH4+, 15N-NO3-, 15N-13C-[2]-glycine, NO3-, feruloyl monoglyceride, MGs, petroleum hydrocarbons, pyrene, benzo[b]fluoranthene, Aryl hydrocarbon, aryl hydrocarbons, dioxins, aryl hydrocarbon, aryl compound, polychlorinated biphenyl - (, PCB, Aroclor, polychlorinated biphenyl, Arochlor, polychlorinated biphenyl-(, Aroclor 1260, tetra- to hexa-chlorobiphenyls, hepta-to nona-chorobiphenyls, dibenzoxazepinones, superoxide anion, Rhizome phyllosphere, phyllospheres, platinum cathodes, long-chain fatty alcohols, fatty alcohols, long-chain fatty alcohol, 1-C24-ol, 1-C28-ol, 1-C30-ol, Distachyasin, distachyasin, carexane, H(2)O, superoxide radical, TBARS, thiobarbituric acid, (S)-brevicolline, nicotine, (S)-nicotine, pyridine, beta-carboline, alcohols, Carexane, isopropyl, acetone, tetrahydrofuran, THF, 1-butanol, OC, 2,4,6-trinitrotoluene, TNT, 4-amino-2,6-dinitrotoluene, 4-ADNT, 2-amino-4,6-dinitrotoluene, 2-ADNT, 14C, caespitose, Ammonium, rostrata ammonium, 15N-ammonium, 15N 2x(13C)-glycine, biflavonoids, polyphenolic polymers, oligonucleotides, PTDs, Tat, heparin, glycosaminoglycans, CAR(ex)-PTD, paraffin oil, ketoprofen, Alpha-viniferin, DCCA, Ammonia, abscisic acid, Histosols, Ti(III)citrate, paraquat, diquat, mancozeb, maneb, zineb, benomyl, chlorophenoxy, radon, methylene chloride, ethylene dibromide, glasswool, trichloroethylene, TRI, erythrosin, rubidium, Esbenshade, Triantaphyllou, humic acids, humic acid, steel, sulphide, carbonate, glauconite, clinoptilolite, Copper, CaCl2, uronic acid, OM, DSE, Flavonoid, tricin, mycosporine, MAAs, apigenin, kaempferol, cyclobutane, Sr, V, sulfates, NH4(+)-N, NO3(-)-N, C(, FM, CO2  x, NO3-N, oligostilbenes, 20-hydroxyecdysone, tetrastilbene, cis-miyabenol, [3H]ponasterone, B(II), CARex-Fc, IARC, crystalline silica, free amino acids, FAA, ramets, prostaglandin H2, 1H, alpha-, Inorganic phosphates, ferric phosphate, calcium phosphate, aluminium phosphate, phosphorus (inosito) hexaphosphate, beta-glycerophosphate, Aluminium phosphate, KH2 PO4, inositol phosphate, fen Carex, N and P, NH 4+, CO2 p, glycosides, saponins, tannins, CO2 m, lignocellulose, 14CO2, 14C-cellulose, [14C-lignin, sodium fluoride, fluoride, Duraphat, N-nitrate, N-ammonium, l5 N, Nitrate-N, SRP, TWINSPAN, SO4 2, caesium, polysaccharide, C-lignin, [C], phenylalanine, [C]tyrosine, cinnamic acid, [C-polysaccharide]lignocelluloses, nonlignin, tyrosine, xylose, furanoquinoline, tryptophan, furanoquinolines, harmane alkaloids, N-methylpyrolidine, harmane alkaloid, ATP, C-cellulose, Prudhoe Bay crude, toluene, Hexane, C-[lignin, -lignocellulose, C-[cellulose]-lignocellulose, motor oil, NH(4), PO(4), Cellobiose, lignins, Phosphate, KS, Potassium, Lactate, lactate, Magnesium
Carex spp.	graminoids, Tetracycline, macrolide, fluoroquinolone, phenicol, carbon, water, fatty acid, Arthrinium, caricicola, PFG, PFGs, N, carbohydrate, lipid, hemicellulose, lignin, cellulose, carbon dioxide, CO2, Mg, SO4, nitrogen, n-alkanes, long-chain fatty alcohols, fatty alcohols, n-alkane, long-chain fatty alcohol, 1-C24-ol, 1-C28-ol, 1-C30-ol, phosphorus, OC, calcium, benomyl, graminoid, P, Magnesium, sodium
Cetraria islandica	C, ethanol, depsidones, dibenzofurans, aliphatic acids, fumaroprotocetraric acid, cetraric acid, 9'-(O-methyl)protocetraric acid, usnic acid, ergosterol peroxide, oleic acid, palmitic acid, stearic acid, sucrose, arabinitol, atranorin, physodic acid, evernic acid, gyrophoric acid, paraconic acids, protolichesterinic acid, lichesterinic acid, paraconic acid, polyphenols, fructose, glucose, water, lichen melanins, melanins, melanin, dibenzofuran, fumarprotocetraric and protocetraric acids, fatty acids, lichesterinic, protolichesterinic acids, Silver, sugars, silver nanoparticle, AgNP, ABTS +, DPPH  radical, AgNPs, silver, Triethanolammonium salts, isoleucine, Ile, methionine, threonine, Thr, arginine, Arg, triethanolamine, triethanolammonium amino acid salts, DPPH, CUPRAC, polyphenol, AAIL, Beta-Glucan, polymers, beta-glucan, polysaccharide, glycidyl trimethyl ammonium chloride, GTMAC, PTEs, Al, Cr, Mg, Cd, Hg, Pb, Chlorolichen, methanol, phosphoric acid, free radicals, 2,2-diphenyl-1-picrylhydrazyl, Huds, Melanin, chloroform, beta-1,3/1,4-Glucan, Lichenan, beta-D-1,3, 1,4-glucopyranose, Lichenan-derived oligosaccharides, polymer, FITC, FITC-lichenan, glucan, lichenan, P, S, Fe, Cu, Zn, Br, Ti, Si, Rb, Sr, As, Sn, Co, V, fumarprotocetraric acid, depsidone fumarprotocetraric acid, FUM, H2O2, peroxyl radical, oxygen, ROS, lipid, GSH, calcium, cetrarioid, Protolichesterinic Acid, PA, taurine, gamma-lactone, carbon fatty acid, Stearic acid, fatty acid, leukotrienes, 5-HETE, cisplatin, MDA, glutathione, hydrogen peroxide, vulpinic acids, streptozotocin, STZ, hematoxylin, eosin, P. furfuracae, islandoquinone, protocetraric acid, Protolichesterinic acid, superoxide anion radical, Gd, Sb, Y, H&E, periodic acid, furfuracae, malondialdehyde, hexasaccharide, beta-glucans, oligosaccharides, nonasaccharide, DP, lichen extract, Congo red, CIAE extract, PFWE, CIWE, TOS, magnesium, TGP, billirubin, Nitroblue tetrazolium, carbon tetrachloride, malonaldehyde, Ci, Acetone, DPPH radical, flavonoid, ascorbic acid, butylated hydroxyanisole, BHA, alpha-tocopherol, superoxide anion, pyrocatechol, flavonoids, rutin, phenols, CME, superoxide, aflatoxin B1, AFB1, polysaccharides, lichenan and isolichenan, fumarprotocetraric acids, SO2, Au (III), Cu (II), Au(III), Cu(II), copper, Au, HCl, -glucan, glucopyranose, depside, depsidone, Cyclodextrin, 2-hydroxypropyl-beta-cyclodextrin, HPbetaCD, Atranorin, 12(S)-HETE, lobaric acid, beta-orcinol depsidone, anthraquinone, baeomycesic acid, Lobaric acid, Usnic acid, parietin, flavone, baicalein, ozone, metal, sulfur, N, nitrogen, radiocaesium, INAA, linoleic acid, (1-->3)-(1-->4)-alpha-D-glucan, Ci-3, (1-->4)-alpha-D-glucopyranosyl, methanolysis, salazinic acid, carbon, galactomannan, thymidine, 3-(4,5-dimethylthiazol-2-yl)-5-(3-carboxymethoxyphenyl)-2-( 4-sulfophenyl)-2H-tetrazolium, trypan blue, 1 beta-hydroxyaleuritolic acid 3-p-hydroxybenzoate, Polysaccharides, a-glucan, lichenan, isolichenan, tannins, ether, DMSO, (-)-lichesterinic acid, (-)-allo-protolichesterinic acids, Methyl, lichesterinate, 13C, Fumarprotocetraric, w, lichen acids
Chamaedaphne calyculata	CO2, water, Water, nitrogen, oil, N, sulfur, Chlorophyll, phaeophytin, S, fens, NH4NO3, Copper, copper, Cu, nickel, carbohydrates, phosphorus, hydrocarbon, carbohydrate, organic acid, methane, hydrogen, organic acids, carbon, P, Mg, chlorophyll, ammonium, NH(4), polyamines
Cladina mitis	methanol, water, phosphoric acid, free radicals, 2,2-diphenyl-1-picrylhydrazyl, DPPH, Huds, nickel, Ni2+, ROS, hydrogen peroxide, Nitric oxide, diaminonaphthalene, ascorbic acid, glutathione, organic acids, citric, succinic acid, malic acid, alpha-ketoglutaric acid, metal, Ascorbic acid, GSH, PAHs, Pb, polycyclic aromatic hydrocarbons, sulfur, nitrogen, N, oil, foliose, fruticose, PAH, Copper, copper, Cu, chlorophyll, thiobarbituric acid reactive substances, TBARS, reactive oxygen species, Carbon, carbon, CNPP, 13C, thalli, free amino acid, Al, Co, Sb, Zn, Fe, Zn metal
Cladina rangiferina	alpha-glucan, water, polysaccharide, alpha-(1   3),(1   4)-d-glucan, (1,3)-alpha-d-glucopyranosyl, (1,4)-alpha-d-glucopyranosyl, rangiferina polysaccharides, CRWP-P, DPPH radical, ROS, lipid, glutathione
Cladina stellaris	alpha- and gamma-hexachlorocyclohexane, water, usnic acid, UA, perlatolic acid, PA, atranorin, sodium docecyl sulfate, SDS, beta-cyclodextrin, beta-CD, borate, benzoic acid, BA, acetone, nitrogen, phosphorus, phosphorous, N, P, thallus N, phenol, carbon, nickel, potassium, calcium, magnesium, sulfur, ethylene, thalli, H2SO4, NaHSO3, H2O, SO2, metal, CO(2), Carbon dioxide, CO2
Cladonia spp.	Plutonium, Pu, usnic acid, UA, Fruticose, polyketide, Fatty acid, lipids, lipid, n-heptane, isopropanol, sulfuric acid, triglycerides, TG, methyl esters, esters, 9-oxodecanoic, 9-methyl-tetradecanoic, 6-methyl-tetradecanoic, 3-hydroxy-decanoic, nonanedioic, decanedioic acids, fatty acids, Fatty acid methyl ester, carbohydrate, phenol, polysaccharides, Beta-D-glucans, KOH, mannose, galactose, glucose, alpha-glucan, beta-glucans, beta-glucan, 2,4,6-tri-O-methylglucitol acetate, C, glucans, beta-D-glucans, Galactomannoglucans, alpha-D-Glucans, alpha-D-Manp, galactomannoglucans, beta-D-Glcp, beta-D-Galf, 6-O-substituted beta-D-Galf, 2-O-, 4-O-, 6-O- and 2, 3-di-O-substituted alpha-D-Manp, galactomannoglucan, radiocesium, Cesium, aromatic lichen acids, atranorin, lichen acids, physodalic acid, alantolactone, Aromatic lichen acids
Cladonia uncialis	Usnic Acid, Usnic acid, acetone, NADESs, thymol, camphor, NADES, usnic acid, water, salazinic acid, evernic acid, (-)-usnic acid, kynurenine, UA, squamatic acid, DPPH, Gallic Acid, Cys-His, His, KS, betaenones A-C, iscoumarin, Uncialamycin, uncialamycin, enediyne, polyketide usnic acid, carbon, methylphloracetophenone, mpas, mpao, Heptane, Hep, diethyl ether, Et2O, Me2CO, methanolic, MeOH, Me2CO extract, Methicillin, chloramphenicol, Fruticose, polyketide, polysaccharides, Beta-D-glucans, KOH, mannose, galactose, glucose, alpha-glucan, beta-glucans, beta-glucan, 2,4,6-tri-O-methylglucitol acetate, C, glucans, beta-D-glucans
Clintonia borealis	carbohydrate, carbon, carbohydrates, 1,1-diphenyl-2-picrylhydrazyl, DPPH, Catechin, epicatechin
Clintonia uniflora	chlorophyll
Coptis trifolia	berberine, coptisine, palmatine, hydrastine, Hydrastine
Cornus canadensis	Water, water, ethanol, tannins, reactive oxygen species, ROS, lipid, malondialdehyde, MDA, proline, lignin, 6-benzylaminopurine, 1-naphthaleneacetic acid, 35S, hygromycin B, indole-3-butyric acid, hexazinone, Hexazinone
Cornus stolonifera	anthocyanins, Anthocyanins, chlorophyll, carotenoid, anthocyanin, iron, NaCl, water, Hemicellulose, salt, sugar, hemicellulose, xylose, arabinose, sugars, Sodium chloride, rhamnose, oil, DPPH, methanol, ascorbic acid, Trolox, Superoxides, peroxyl radical, DCF, AAPH, superoxide, palisade mesophyll, sodium azide, NaN(3), Mercuric chloride, HgCl(2), oxygen, mercaptoethanol, sodium, sulfate, chloride, boron, aluminum, fluoride, strontium, magnesium, calcium, potassium, Water, Oxygen, Hydrogen, hydrogen, N(, O(2), N(2), cysteine, manganese dioxidecarbon paste
Corylus cornuta	callose, sugar, hexazinone, Hexazinone, water, carbon
Diervilla lonicera	Au, Arsenic, carbon, phosphorus, As
Dryas spp.	Catechin, catechin, graminoids
Dryopteris carthusiana	DAPI, Uranium, U, cobalt, Co, molybdenum, nickel, Pb, thorium, Th, Zn, Cobalt, uranium, radionuclides, potassium, magnesium, Mg, manganese, phosphorus, P, sulphur, Cobalt-60, Cs, CaCO(3), MgO, radiocaesium, Radiocaesium, Ammonium, delta15N, 15N, nitrate, CO2, carbon, 13C
Elymus glaucus	metal, LEM, water, carbon, CaCl2, Mehlich 3, Al, Cu, Zn, Metal, glyphosate, ha-1 acid glyphosate, dicamba, phosphorus, P, potassium, silicon, Si, chlorine, sulfur, S, SRL, beta-carbolines, harmine, 7-methoxy-1-methyl-beta-carboline, harmaline, 3, 4-dihydroharmine, ozone, sugar, Starch, Ozone, N, C, nitrogen
Elymus innovatu
Empetrum nigrum	Caryophyllene Sesquiterpenes, Punctaporonins T, caryophyllene sesquiterpenes, punctaporonins, TC2-041, Niacinamide, niacinamide, DPPH, Empetroxepins A and B, Empetroxepins, 10,11-dihydrodibenz[b,f]oxepins, Empetroxepin A, Empetroxepin B, 10,11-dihydrodibenz, [b,f]oxepin, , 9-chloro-10,11-dihydrodibenzo[b,f]oxepine-2,3,4-triol, MTT, Hoechst, H&E, Cd, Co, Cu, Fe, Pb, Nigrumol A, triterpenoid, nigrumol A (1), triterpenoids, ethanol, dimethoxy dihydrochalcone, polyphenols, TPP, 1,1-diphenyl-2-picryl-hydrazyl, polycyclic aromatic hydrocarbons, Polycyclic aromatic hydrocarbons, PAHs, PAH, pyrene, chlorophyll, flavonol, Flavonol, bibenzyl, 4-(2-Hydroxyphenethyl)-2,6-dimethoxyphenol, 2-hydroxyphenylacetic acid, syringaldehyde, isoaurones, stilbene, polyphenol, Lipopolysaccharide, LPS, reactive oxygen species, ROS, nitric oxide, proanthocyanidin, PAC, flavonoid, anthocyanins, ANCs, epicatechin, ATP, wax, water, fatty acids, alkanes, Wax, linoleic acid, gamma-linolenic acid, dihydrochalcone, 2',5'-dimethyl-3'-methoxy-4',6'-dihydroxyl-dihydrochalcone, CHCl3, 1D, 2D, Nitrogen, nitrogen, CO2, fatty acid, eicosadienoic acid, carbon, carbohydrate, carbohydrate C, Carbon dioxide, sesquiterpenes, mesophyll, Flavonoids, flavonols, quercetin, rutin, myricetin, naringenin, naringin, morin, kaempferol, lipid, cholesterol, flavonoids, N, EECB, crowberry, DPPH free radical, methanol, EtOAc, nitrite oxide, Dibenz[b,f]oxepin, Chalcone, dibenz[b,f]oxepins, empetroxepins A and B (1 and 2), chalcone, stilbenes, tannins, batatasin-III, Carbon, C, ice, ethyl acetate, ENE, lipids, Phialocephala-Acephala, japonicum extract, ethylacetate, anthocyanin, delphinidin 3-galactoside, cyanidin 3-galactoside, berry juice, hydrogen peroxide, Reactive oxygen species, H(2)O, hydroxyl radicals, FeSO(4), superoxide, glutathione, arsenic, metal, phosphate, proanthocyanidins, proanthocyanidin polymers, glucose, Anthocyanin, acetic acid, cyanidin-3-galactoside, delphinidin-3-galactoside, 1,1-diphenyl-2-picrylhydrazyl, 2,2'-azinobis, 3-ethybenzothiazoline-6-sulfonic acid, ferric, Crowberry extract, copper, nickel, radiocaesium, Al, As, Zn, P, S, Mg, Ba, Be, Bi, Cr, Hg, Rb, Sb, Sc, Se, Si, Sn, Sr, Th, Tl, U, Y, Zr, SO2, V, plutonium, Plutonium, 241Pu, Pu, abscisic acid, Chlorophyll, citric, malic acids, ABA, organic acid, organic acids, bibenzyls, 137Cs, radiocesium, potassium, H2 SO4, HNO3, anion, nitric acid, ramet, CO2 m, 2h, FLAVONE
Epigaea repen
Epilobium angustifolium	polyphenols, HEas, ethanol, isopropanol, water, EtOH, phenolic acids, angustifolium L., oenothein B, ROS, flavonoids, terpenes, lipid, sugar, EA, streptozotocin, STZ, H2O2, glucose, nitrite, sodium nitrite, ABTS, iron(II), MTT, quercetin, kaempferol, norbisabolane, arabitol benzoate, Pectic Polysaccharides, hydrochloric acid, DPPH radical, superoxide, polysaccharide, pectic polysaccharides, essential oil, EOEa, alpha-caryophyllene oxide, eucalyptol, beta-linalool, camphor, (S)-carvone, beta-caryophyllene, RSA, ibuprofen, lidocaine, terpene, lipids, Water, ellagitannin, melanoidin, phenolic acid, BC-FEEs, BC, Gallic acid, GA, chlorogenic acid, ChA, 3,4-dihydroxybenzoic acid, 3,4-DHB, 4-hydroxybenzoic acid, 3-hydroxybenzoic acid, 3-HB, caffeic acid, polyphenol, TPC, free radical, 2,2-diphenyl-1-picrylhydrazyl, DPPH, 2,2'-azinobis(3-ethylbenzothiazoline-6-sulfonic acid), Talaromarnine A, Talaromarnine B, 1D, Fluxonorm, prostaglandin (PG)E2, PGE2, catechin, gallic acid, EAEs, EAE, free radicals, Ethanol, 2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid, 4-HB, hyperoside, Hyperoside, quercetin-3-O-beta-D-galactoside, EtOAc, lipopolysaccharide, LPS, rutin, ellagitannins, urolithins, Polyphenols, 2,2 Diphenyl 1 picrylhydrazyl, ethyl acetate, methanol, MeOH, Treben, ammonia, methane, phenol, short-chain fatty acid, urea, N, n-butanol, testosterone propionate, BUE, . angustifolium extract, GAE, QE, flavonoid, phenolic compounds, angustifolium aqueous, Oenothein B, urolithin, polyphenolic compounds, tellimagrandin I-based, ETs, flavonol glycosides, neochlorogenic acid, oenothein A, Quercetin-3-O-rhamnoside, myricetin-3-O-rhamnoside, kaempferol-3-O-rhamnoside, Polyphenol, Myricetin-3-O-glucoside, myricetin-3-O-glucuronide, oenothein B and A, ET, Ellagitannins, Methane, nitrogen, volatile fatty acid, fatty acid, Flavonoids, tannin, tannins, flavonol, 3-O-glycosides, quercetin 3-O-glucuronide, flavonol 3-O-glycosides, Quercetin-3-O-glucuronide, flavonols, phytosterol, testosterone, gallic, chlorogenic acids, EA extract, NHDF, ethidium bromide, acridine orange, quercetin-3-O-glucuronide, Urolithin C, methicillin, ciprofloxacin, kanamycin, willow herb extract, vancomycin, tetracycline, estradiol, oxygen, pyrocatechol, pyrogallol, PDA, PDA medium, quercetin glucuronide, QG, MeCN, H(3)PO, acetonitrile, OeB, metal, iron(III), 1,1-diphenyl-2-picrylhydrazyl free radicals, hydroxyl radical, phospholipid, 2-deoxy-D-ribose, benzoic acid, Cercosporidium, arabinosylcytosine, SK-N-SH, SK-N-SK, carbon dioxide, CO2, nectar sugar, fructose, sucrose, ellagitannin oenothein B, rosmarinifolium, Ea, morphine, lysine acetylsalicylate, Co, Cd, Zn, Al, Pb, Cu, phenolic substances, Flavone, naringenin, Nitrogen, nitrate, arginine, asparagine, glutamine, Hexane, hexane, myricetin 3-O-beta-D-glucuronide, carrageenan, indomethacin, prostaglandin, ANGUSTIFOLIUM
