"","species","chemical","formula","iupac"
"9650","Amelanchier alnifolia","acy","C61H100O6","[(2S)-1-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9651","Amelanchier alnifolia","acy","C63H106O6","[(2S)-1-[(11Z,14Z)-icosa-11,14-dienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9652","Amelanchier alnifolia","acy","C63H104O6","[(2S)-1-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9653","Amelanchier alnifolia","acy","C63H102O6","[(2S)-1-[(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9654","Amelanchier alnifolia","acy","C65H110O6","[(2R)-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (13Z,16Z)-docosa-13,16-dienoate"
"9655","Amelanchier alnifolia","acy","C65H106O6","[(2S)-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"9656","Amelanchier alnifolia","acy","C65H104O6","[(2S)-2-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9657","Amelanchier alnifolia","acy","C61H100O6","[(2S)-1-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9658","Amelanchier alnifolia","acy","C61H98O6","[(2S)-1-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9659","Amelanchier alnifolia","acy","C63H102O6","[(2S)-1-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9660","Amelanchier alnifolia","acy","C63H100O6","[(2S)-1-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9661","Amelanchier alnifolia","acy","C65H104O6","[(2S)-1-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9662","Amelanchier alnifolia","acy","C65H102O6","[(2S)-1-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9663","Amelanchier alnifolia","acy","C61H108O5","[(2R)-1-[(Z)-octadec-11-enoyl]oxy-3-octadecoxypropan-2-yl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9664","Amelanchier alnifolia","acy","C57H100O6","[2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-octadec-11-enoate"
"9665","Amelanchier alnifolia","acy","C57H100O6","[(2S)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-octadec-9-enoate"
"9666","Amelanchier alnifolia","acy","C59H104O6","[(2S)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-icos-11-enoate"
"9667","Amelanchier alnifolia","acy","C59H100O6","[(2S)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (5Z,8Z,11Z)-icosa-5,8,11-trienoate"
"9668","Amelanchier alnifolia","acy","C61H108O6","[(2R)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-docos-13-enoate"
"9669","Amelanchier alnifolia","acy","C63H112O6","[(2R)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-tetracos-15-enoate"
"9670","Amelanchier alnifolia","acy","C57H98O6","[(2S)-3-[(9Z,12Z)-octadeca-9,12-dienoyl]oxy-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (Z)-octadec-11-enoate"
"9671","Amelanchier alnifolia","acy","C57H96O6","[(2S)-3-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxy-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (Z)-octadec-11-enoate"
"9672","Amelanchier alnifolia","acy","C59H102O6","[(2S)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (11Z,14Z)-icosa-11,14-dienoate"
"9673","Amelanchier alnifolia","acy","C59H100O6","[(2S)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (8Z,11Z,14Z)-icosa-8,11,14-trienoate"
"9674","Amelanchier alnifolia","acy","C59H98O6","[(2S)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoate"
"9675","Amelanchier alnifolia","acy","C61H106O6","[(2R)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (13Z,16Z)-docosa-13,16-dienoate"
"9676","Amelanchier alnifolia","acy","C61H102O6","[(2S)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"9677","Amelanchier alnifolia","acy","C61H100O6","[(2S)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9678","Amelanchier alnifolia","acy","C57H96O6","[(2S)-2,3-bis[[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy]propyl] (Z)-octadec-11-enoate"
"9679","Amelanchier alnifolia","acy","C57H94O6","[(2S)-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (Z)-octadec-11-enoate"
"9680","Amelanchier alnifolia","acy","C59H98O6","[(2S)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate"
"9681","Amelanchier alnifolia","acy","C59H96O6","[(2S)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate"
"9682","Amelanchier alnifolia","acy","C61H100O6","[(2S)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate"
"9683","Amelanchier alnifolia","acy","C61H98O6","[(2S)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate"
"9684","Amelanchier alnifolia","acy","C57H104O5","[(2R)-2-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-octadecoxypropyl] (Z)-octadec-11-enoate"
"9685","Amelanchier alnifolia","acy","C57H98O6","[2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-octadec-11-enoate"
"9686","Amelanchier alnifolia","acy","C57H98O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-octadec-9-enoate"
"9687","Amelanchier alnifolia","acy","C59H102O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-icos-11-enoate"
"9688","Amelanchier alnifolia","acy","C59H98O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (5Z,8Z,11Z)-icosa-5,8,11-trienoate"
"9689","Amelanchier alnifolia","acy","C61H106O6","[(2R)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-docos-13-enoate"
"9690","Amelanchier alnifolia","acy","C63H110O6","[(2R)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-tetracos-15-enoate"
"9691","Amelanchier alnifolia","acy","C57H96O6","[(2S)-3-[(9Z,12Z)-octadeca-9,12-dienoyl]oxy-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxypropyl] (Z)-octadec-11-enoate"
"9692","Amelanchier alnifolia","acy","C57H94O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxypropyl] (Z)-octadec-11-enoate"
"9693","Amelanchier alnifolia","acy","C59H100O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (11Z,14Z)-icosa-11,14-dienoate"
"9694","Amelanchier alnifolia","acy","C59H98O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (8Z,11Z,14Z)-icosa-8,11,14-trienoate"
"9695","Amelanchier alnifolia","acy","C59H96O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoate"
"9696","Amelanchier alnifolia","acy","C61H104O6","[(2R)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (13Z,16Z)-docosa-13,16-dienoate"
"9697","Amelanchier alnifolia","acy","C61H100O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"9698","Amelanchier alnifolia","acy","C61H98O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9699","Amelanchier alnifolia","acy","C57H94O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxypropyl] (Z)-octadec-11-enoate"
"9700","Amelanchier alnifolia","acy","C57H92O6","[(2S)-2,3-bis[[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy]propyl] (Z)-octadec-11-enoate"
"9701","Amelanchier alnifolia","acy","C59H96O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate"
"9702","Amelanchier alnifolia","acy","C59H94O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate"
"9703","Amelanchier alnifolia","acy","C61H98O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate"
"9704","Amelanchier alnifolia","acy","C61H96O6","[(2S)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate"
"9705","Amelanchier alnifolia","acy","C57H102O5","[(2R)-2-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-octadecoxypropyl] (Z)-octadec-11-enoate"
"9706","Amelanchier alnifolia","acy","C59H102O6","1,3-bis[[(Z)-octadec-11-enoyl]oxy]propan-2-yl (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate"
"9707","Amelanchier alnifolia","acy","C59H102O6","[(2S)-1-[(Z)-octadec-9-enoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate"
"9708","Amelanchier alnifolia","acy","C61H106O6","[(2S)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-icos-11-enoate"
"9709","Amelanchier alnifolia","acy","C61H102O6","[(2S)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (5Z,8Z,11Z)-icosa-5,8,11-trienoate"
"9710","Amelanchier alnifolia","acy","C63H110O6","[(2R)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-docos-13-enoate"
"9711","Amelanchier alnifolia","acy","C65H114O6","[(2R)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-tetracos-15-enoate"
"9712","Amelanchier alnifolia","acy","C59H100O6","[(2S)-1-[(9Z,12Z)-octadeca-9,12-dienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate"
"9713","Amelanchier alnifolia","acy","C59H98O6","[(2S)-1-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate"
"9714","Amelanchier alnifolia","acy","C61H104O6","[(2S)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (11Z,14Z)-icosa-11,14-dienoate"
"9715","Amelanchier alnifolia","acy","C61H102O6","[(2S)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (8Z,11Z,14Z)-icosa-8,11,14-trienoate"
"9716","Amelanchier alnifolia","acy","C61H100O6","[(2S)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoate"
"9717","Amelanchier alnifolia","acy","C63H108O6","[(2R)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (13Z,16Z)-docosa-13,16-dienoate"
"9718","Amelanchier alnifolia","acy","C63H104O6","[(2S)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"9719","Amelanchier alnifolia","acy","C63H102O6","[(2S)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9720","Amelanchier alnifolia","acy","C59H98O6","[(2S)-1-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate"
"9721","Amelanchier alnifolia","acy","C59H96O6","[(2S)-1-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate"
"9722","Amelanchier alnifolia","acy","C61H100O6","[(2S)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate"
"9723","Amelanchier alnifolia","acy","C61H98O6","[(2S)-1-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate"
"9724","Amelanchier alnifolia","acy","C63H102O6","[(2S)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate"
"9725","Amelanchier alnifolia","acy","C63H100O6","[(2S)-2-[(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate"
"9726","Amelanchier alnifolia","acy","C59H106O5","[(2R)-1-[(Z)-octadec-11-enoyl]oxy-3-octadecoxypropan-2-yl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate"
"9727","Amelanchier alnifolia","acy","C59H100O6","1,3-bis[[(Z)-octadec-11-enoyl]oxy]propan-2-yl (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate"
"9728","Amelanchier alnifolia","acy","C59H100O6","[(2S)-1-[(Z)-octadec-9-enoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate"
"9729","Amelanchier alnifolia","acy","C61H104O6","[(2S)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-icos-11-enoate"
"9730","Amelanchier alnifolia","acy","C61H100O6","[(2S)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (5Z,8Z,11Z)-icosa-5,8,11-trienoate"
"9731","Amelanchier alnifolia","acy","C63H108O6","[(2R)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-docos-13-enoate"
"9732","Amelanchier alnifolia","acy","C65H112O6","[(2R)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-tetracos-15-enoate"
"9733","Amelanchier alnifolia","acy","C59H98O6","[(2S)-1-[(9Z,12Z)-octadeca-9,12-dienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate"
"9734","Amelanchier alnifolia","acy","C59H96O6","[(2S)-1-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate"
"9735","Amelanchier alnifolia","acy","C61H102O6","[(2S)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (11Z,14Z)-icosa-11,14-dienoate"
"9736","Amelanchier alnifolia","acy","C61H100O6","[(2S)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (8Z,11Z,14Z)-icosa-8,11,14-trienoate"
"9737","Amelanchier alnifolia","acy","C61H98O6","[(2S)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoate"
"9738","Amelanchier alnifolia","acy","C63H106O6","[(2R)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (13Z,16Z)-docosa-13,16-dienoate"
"9739","Amelanchier alnifolia","acy","C63H102O6","[(2S)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoate"
"9740","Amelanchier alnifolia","acy","C63H100O6","[(2S)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoate"
"9741","Amelanchier alnifolia","acy","C59H96O6","[(2S)-1-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate"
"9742","Amelanchier alnifolia","acy","C59H94O6","[(2S)-1-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate"
"9743","Amelanchier alnifolia","acy","C61H98O6","[(2S)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoate"
"9744","Amelanchier alnifolia","acy","C61H96O6","[(2S)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate"
"9745","Amelanchier alnifolia","acy","C63H100O6","[(2S)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate"
"9746","Amelanchier alnifolia","acy","C63H98O6","[(2S)-2-[(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate"
"9747","Amelanchier alnifolia","acy","C59H104O5","[(2R)-1-[(Z)-octadec-11-enoyl]oxy-3-octadecoxypropan-2-yl] (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate"
"9748","Amelanchier alnifolia","acy","C61H104O6","1,3-bis[[(Z)-octadec-11-enoyl]oxy]propan-2-yl (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate"
"9749","Amelanchier alnifolia","acy","C61H104O6","[(2S)-1-[(Z)-octadec-9-enoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate"
"9750","Amelanchier alnifolia","acy","C63H108O6","[(2S)-1-[(Z)-icos-11-enoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate"
"9751","Amelanchier alnifolia","acy","C63H104O6","[(2S)-1-[(5Z,8Z,11Z)-icosa-5,8,11-trienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate"
"9752","Amelanchier alnifolia","acy","C65H112O6","[(2R)-2-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-docos-13-enoate"
"9753","Amelanchier alnifolia","acy","C67H116O6","[(2R)-2-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropyl] (Z)-tetracos-15-enoate"
"9754","Amelanchier alnifolia","acy","C61H102O6","[(2S)-1-[(9Z,12Z)-octadeca-9,12-dienoyl]oxy-3-[(Z)-octadec-11-enoyl]oxypropan-2-yl] (7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoate"
